name;static_instructions;dynamic_instructions
extr_reactosmodulesrostestswinetestsmshtmlhtmldoc.c_init_test.c;19;19
extr_obs-studiolibobsaudio-monitoringwin32....graphicsvec4.h_vec4_neg.c;5;5
extr_linuxdriversmtdchipscfi_cmdset_0002.c_fixup_use_erase_chip.c;6;6
extr_reactossdklib3rdpartybzip2bzlib.c_copy_output_until_stop.c;5;5
extr_emscriptentestslzmalzmaLzmaEnc.c_RangeEnc_Init.c;10;10
extr_linuxdriversnetethernetintele1000emanage.c_e1000_calculate_checksum.c;11;1283
extr_linuxdriversscsiaic7xxxaic7770.c_aic7770_find_device.c;10;10
extr_kphp-kdbnetnet-connections.c_server_check_ready.c;13;13
extr_FFmpegfftoolsffmpeg.c_close_all_output_streams.c;6;6
extr_linuxfsqnx6dir.c_qnx6_lfile_checksum.c;14;2556
extr_labq3map2libspicomodellwopntspols.c_lwGetBoundingBox.c;12;12
extr_linuxdriversmediapcicx18cx18-driver.c_cx18_init_struct2.c;32;32
extr_FFmpeglibavfiltervf_tinterlace.c_init_interlace.c;8;8
extr_linuxdriversmmccoreblock.c_mmc_blk_eval_resp_error.c;3;3
extr_linuxsounddriversvxvx_cmd.h_vx_set_pipe_cmd_params.c;21;21
extr_linuxdriversstagingrtl8188eucorertw_xmit.c_update_attrib_phy_info.c;11;11
extr_darwin-xnubsddevdtracedtrace.c_dtrace_hash_str.c;17;980
extr_hashcatsrcmodulesmodule_09000.c_module_init.c;90;90
extr_linuxdriversnetethernet8390pcnet_cs.c_setup_dma_config.c;13;13
extr_php-srcZendzend_inheritance.c_zend_fixup_trait_method.c;14;14
extr_netdatacollectorsidlejitter.plugin....daemon..libnetdatainlined.h_str2ull.c;6;6
extr_linuxdriverssoundwireintel.c_intel_port_cleanup.c;7;7
extr_masscansrcproto-zeroaccess.c_zadecrypt.c;26;1414
extr_linuxdriversnetwirelessathath9khtc_drv_main.c_ath9k_htc_vif_iter.c;10;10
extr_labenginecodebspcl_bsp_hl.c_HL_CompressVis.c;18;18
extr_linuxdriversnetethernetmellanoxmlx5coreen_ethtool.c_mlx5e_ethtool_get_ringparam.c;18;18
extr_netdatalibnetdataconfig..inlined.h_str2ull.c;6;6
extr_linuxdriversmiscbcm2835_smi.c_smi_get_default_settings.c;12;12
extr_ccvlib3rdpartysqlite3sqlite3.c_countLookasideSlots.c;7;9
extr_rufussrcext2fsclosefs.c_ext2fs_update_dynamic_rev.c;11;11
extr_linuxfsfuseinode.c_convert_fuse_statfs.c;7;7
extr_linuxtoolsperfutilunits.c_convert_unit.c;31;31
extr_linuxnetnetlinkgenetlink.c_genl_get_cmd.c;9;9
extr_linuxnetbridgebr_stp.c_br_become_designated_port.c;10;10
extr_linuxarchpowerpcmath-emumath.c_record_exception.c;106;106
extr_linuxdriversmediapcisaa7164saa7164-cards.c_saa7164_i2caddr_to_unitid.c;14;14
extr_linuxdriversmediausbuvcuvc_ctrl.c_uvc_set_le_value.c;21;21
extr_linuxdriversusbdwc2params.c_dwc2_set_param_otg_cap.c;8;8
extr_reactossdktoolswppppy.tab.c_cast_to_ulong.c;6;6
extr_linuxdriversusbgadgetfunctionuvc_video.c_uvc_video_encode_header.c;12;12
extr_linuxdriversstagingrts5208xd.c_xd_check_data_blank.c;11;11
extr_linuxdriversisdnhardwareeiconcapidtmf.c_capidtmf_goertzel_result.c;25;25
extr_obs-studiolibobsaudio-monitoringwin32....graphicsvec2.h_vec2_max.c;9;9
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_7.c;51;1064
extr_FFmpeglibavcodecaacsbr_fixed.c_sbr_chirp.c;5;5
extr_php-srcextopcacheOptimizerssa_integrity.c_is_in_predecessors.c;13;13
extr_reactoswin32ssuserntuserscrollbar.c_mirror_rect.c;8;8
extr_emscriptensystemliblibcmuslsrctermioscfsetospeed.c_cfsetospeed.c;9;9
extr_linuxdriversscsilibfcfc_disc.c_fc_disc_config.c;10;10
extr_labq3map2libsmathlibmathlib.c_VectorInverse.c;4;4
extr_linuxdriversnetethernetchelsiocxgb3xgmac.c_hash_hw_addr.c;25;633
extr_netdatalibnetdatasocket..inlined.h_str2uint32_t.c;6;6
extr_obs-studiolibobsobs-source.c_apply_audio_action.c;5;5
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libjisx0201.h_jisx0201_mbtowc.c;12;12
extr_linuxdriversusbserialsierra.c_is_blacklisted.c;13;13
extr_linuxdriversnetethernetbroadcombnxtbnxt_ulp.c_bnxt_fill_msix_vecs.c;14;14
extr_linuxdriversstagingrtl8188eucorertw_ieee80211.c_rtw_get_rateset_len.c;10;84
extr_netdatahealth..daemon..libnetdatainlined.h_strncpyz.c;12;2046
extr_ccvlib3rdpartysqlite3sqlite3.c_allSpaces.c;16;16
extr_SoftEtherVPNsrcCedarLink.c_NormalizeLinkPolicy.c;8;8
extr_hashcatsrcmodulesmodule_13800.c_module_init.c;87;87
extr_kphp-kdbtrees2323tree.c_tree23_lookup.c;16;16
extr_netdatalibnetdataurl..inlined.h_str2uint64_t.c;6;6
extr_FFmpeglibavcodecmpegvideo_enc.c_update_duplicate_context_after_me.c;7;7
extr_linuxdriversgpudrmgma500cdv_intel_dp.c_pack_aux.c;19;45
extr_linuxdriverspowersupplyab8500_fg.c_ab8500_fg_clear_cap_samples.c;11;11
extr_linuxdriversfirmwaredmi-id.c_ascii_filter.c;15;7657
extr_kphp-kdbmc-proxymc-proxy-statsx-extension.c_unserialize_list2_raw_new.c;9;9
extr_linuxdriversvideofbdevsisinit301.c_SiS_AdjustCRT2Rate.c;42;45
extr_netdatalibnetdatalocks..inlined.h_str2uint64_t.c;6;6
extr_gitname-hash.c_lazy_update_dir_ref_counts.c;7;7
extr_ccvlib3rdpartysqlite3sqlite3.c_whereLoopCheaperProperSubset.c;24;24
extr_darwin-xnubsdnetinettcp_lro.c_lro_update_stats.c;10;10
extr_FFmpeglibavcodecdss_sp.c_dss_sp_update_buf.c;17;1196
extr_anypixelfirmwarecontrollerThirdPartySPLsrcstm32f4xx_dac.c_DAC_StructInit.c;9;9
extr_ccvserveparsers.c_numeric_parser_execute.c;12;12
extr_linuxdriversinfinibandhwi40iwi40iw_ctrl.c_i40iw_est_sd.c;20;20
extr_linuxdriversnetethernetamdxgbexgbe-mdio.c_xgbe_init_function_ptrs_phy.c;23;23
extr_linuxdriversnetethernetfreescalegianfar.c_gfar_rx_offload_en.c;10;10
extr_linuxdriversacpiacpicautprint.c_acpi_ut_bound_string_length.c;8;396
extr_linuxdrivershidhid-multitouch.c_mt_fix_const_field.c;4;4
extr_linuxdriversblockloop.c_loop_register_transfer.c;6;6
extr_hashcatsrcmodulesmodule_03710.c_module_init.c;86;86
extr_linuxdriversinfinibandhwmlx5mlx5_ib.h_verify_assign_uidx.c;12;12
extr_nodemcu-firmwareappmodulesbme280.c_bme280_compensate_T.c;19;19
extr_linuxdriversgpudrmradeonr200.c_r200_get_vtx_size_1.c;14;66
extr_labenginecodeclientcl_keys.c_Key_KeynumToString.c;8;8
extr_linuxtoolsperfutilannotate.c_calc_percent.c;50;50
extr_linuxdriversnetwirelessinteliwlegacy4965-mac.c_il4965_hwrate_to_mac80211_idx.c;18;18
extr_linuxdriversstagingrtlwifiphydmphydm_dig.c_odm_change_dynamic_init_gain_thresh.c;15;15
extr_libgit2srcpath.c_git_path_common_dirlen.c;18;18
extr_linuxsoundsocintelskylakeskl-topology.c_skl_tplg_set_module_init_data.c;12;12
extr_linuxarchpowerpckvmbook3s_hv.c_kvm_arch_vcpu_ioctl_set_sregs_hv.c;6;6
extr_reactossdktoolshpphpp.c_GetNextChar.c;7;7
extr_linuxarchpowerpcplatformspowernvpci-ioda.c_pnv_pci_ioda_dev_dma_weight.c;5;5
extr_redissrcdict.c_rev.c;21;98
extr_h2odepspicotlsdepscifrasrccurve25519.naclref.c_sub.c;16;318
extr_linuxdriversuwballocator.c_uwb_rsv_fill_column_alloc.c;14;16
extr_tenginesrcstreamngx_stream_variables.c_ngx_stream_variable_protocol.c;13;13
extr_linuxdriversnetethernetintelixgbeixgbe_x550.c_ixgbe_get_link_capabilities_X550em.c;15;15
extr_linuxdriversgpudrmmsmmsm_gpu.h_msm_gpu_active.c;10;10
extr_opensslcryptoasn1a_int.c_asn1_put_uint64.c;7;7
extr_linuxdriversmediaplatformvividvivid-vbi-gen.c_cc_insert.c;17;79
extr_linuxdriversstagingrtl8712rtl871x_ioctl_rtl.c_oid_rt_get_total_tx_bytes_hdl.c;6;6
extr_kittykittyfonts.c_font_group_is_unused.c;10;10
extr_darwin-xnutoolstestsaffinitypool.c_writer_fn.c;9;1281
extr_FFmpeglibavfilteravf_showspectrum.c_scale_magnitudes.c;14;14
extr_linuxdriversnetethernetbrocadebnabnad.c_bnad_netdev_qstats_fill.c;19;19
extr_netdatacollectorsplugins.d....daemon..libnetdatainlined.h_str2uint64_t.c;6;6
extr_linuxdriversinputinput.c_input_scancode_to_scalar.c;10;10
extr_reactosdllwin32lpklpk.c_PSM_FindLastPrefix.c;14;1787
extr_linuxsoundsocsoc-ac97.c_snd_soc_set_ac97_ops.c;11;11
extr_masscansrcproto-x509.c_ASN1_skip.c;19;19
extr_anypixelfirmwaredisplayThirdPartySPLsrcstm32f0xx_can.c_CAN_StructInit.c;17;17
extr_radare2librutilprof.c_timeval_subtract.c;33;33
extr_linuxdriversmediai2cadv7183.c_adv7183_enum_mbus_code.c;5;5
extr_ccvlib3rdpartykissfftkissf_fftndr.c_prod.c;10;1282
extr_linuxarchpowerpcxmonxmon.c_at_breakpoint.c;9;9
extr_anypixelfirmwarecontrollerThirdPartySPLsrcstm32f4xx_tim.c_TIM_OCStructInit.c;15;15
extr_linuxdriversgpudrmtegrahdmi.c_hda_format_parse.c;26;26
extr_hashcatsrcmodulesmodule_11850.c_module_init.c;87;87
extr_linuxdriversnetwirelessmarvellmwifiexscan.c_mwifiex_is_hidden_ssid.c;9;9
extr_micropythonportsstm32dma.c_dma_nohal_start.c;11;11
extr_reactosbootfreeldrtoolsrdel.c_convertPath.c;9;462
extr_linuxdriversnetethernetbroadcombnxtbnxt_ethtool.c_bnxt_parse_pkglog.c;32;369
extr_linuxdriversteeopteecore.c_to_msg_param_reg_mem.c;12;12
extr_radare2shlrgrubkernmisc.c_grub_strcpy.c;8;4158
extr_netdatacollectorscups.plugin....libnetdatainlined.h_str2uint32_t.c;6;6
extr_radare2librasmarchwhitespacewsdis.c_get_ws_next_token.c;14;2304
extr_linuxdriversmediaplatformvsp1vsp1_dl.c_vsp1_dl_ext_cmd_fill_header.c;9;9
extr_hashcatsrcmodulesmodule_02501.c_module_init.c;100;100
extr_BGAQRCode-Androidzbarsrcmainjnizbarconvert.c__zbar_format_lookup.c;7;7
extr_FFmpeglibavfiltervaapi_vpp.c_ff_vaapi_vpp_ctx_init.c;13;13
extr_FFmpeglibavcodecsbrdsp_fixed.c_sbr_qmf_pre_shuffle_c.c;17;321
extr_reactosdllwin32windowscodecsgifformat.c_lzw_dict_lookup.c;9;9
extr_linuxsoundisaad1816aad1816a_lib.c_snd_ad1816a_info_double.c;12;12
extr_linuxdriversgpudrmamddisplaydcgpiodce80hw_factory_dce80.c_dal_hw_factory_dce80_init.c;21;21
extr_linuxdriversstagingmediaimx074imx074.c_imx074_get_selection.c;6;6
extr_opensslcryptobiob_print.c_pow_10.c;8;1280
extr_reactosmodulesrostestswinetestsurlmonuri.c_compute_expected_props.c;51;55
extr_linuxdriversstagingrtl8712rtl871x_mp_ioctl.c_oid_rt_pro_query_rx_packet_received_hdl.c;5;5
extr_linuxdriversnetethernetintelixgbeixgbe_ipsec.c_ixgbe_ipsec_find_empty_idx.c;11;11
extr_linuxdriversstagingrts5208rtsx.c_rtsx_init_options.c;81;81
extr_linuxdriversstagingcomedidriversni_mio_common.c_ni_get_pwm_config.c;10;10
extr_emscriptentestsbox2dfreeglutfreeglut_structure.c_fghClearCallBacks.c;9;9
extr_darknetsrcdata.c_bound_image.c;27;27
extr_SoftEtherVPNsrcSeeOpenclos.c_PacketItoa.c;16;108
extr_darwin-xnubsdmiscfsspecfsspec_vnops.c_filt_spec_common.c;13;13
extr_darwin-xnulibsyscallmachmig_strncpy.c_mig_strncpy.c;15;2041
extr_linuxdriversvideofbdevkyroSTG4000OverlayDevice.c_Overlap.c;11;2299
extr_linuxdriversstagingmediadavinci_vpfedm365_ipipe.c_ipipe_validate_gbce_params.c;16;16
extr_linuxdriversnetwirelesstiwl12xx..wlcoretx.h_wl1271_tx_total_queue_count.c;8;8
extr_FFmpeglibavcodecgdv.c_scaleup.c;29;561
extr_gitpretty.c_last_line_length.c;11;11
extr_hashcatdepsLZMA-SDKC7zArcIn.c_TestSignatureCandidate.c;8;8
extr_hashcatsrcmodulesmodule_13731.c_module_init.c;94;94
extr_linuxdriversmmchostmoxart-mmc.c_moxart_init_sg.c;10;10
extr_reactosdllwin32riched20para.c_ME_UpdateTableFlags.c;24;24
extr_FFmpeglibavfiltervf_crop.c_config_output.c;10;10
extr_mongooseexamplesapi_serversqlite3.c_allSpaces.c;16;16
extr_linuxdriversmdbcacheutil.c_bch_is_zero.c;10;10
extr_linuxdrivershwmonw83627hf.c_pwm_freq_to_reg_627hf.c;21;21
extr_netdatalibnetdatainlined.h_simple_hash.c;9;460
extr_openssltestbio_callback_test.c_my_bio_callback.c;7;7
extr_linuxdriversmediausbttusb-decttusb_dec.c_crc16.c;16;3320
extr_linuxdriversgpiogpio-pca953x.c_pca953x_setup_gpio.c;25;25
extr_reactosbootfreeldrfreeldrarchi386machpc.c_PcMachInit.c;53;53
extr_Mirai-Source-Codemiraibotutil.c_util_zero.c;8;1280
extr_linuxdriversthermaldevfreq_cooling.c_freq_get_state.c;12;12
extr_obs-studiolibobsobs-win-crash-handler.c_init_instruction_data.c;14;14
extr_linuxdriversgpudrmamdamdgpuamdgpu_ring.c_amdgpu_ring_is_blacklisted.c;14;1794
extr_FFmpeglibavcodecra144enc.c_orthogonalize.c;14;14
extr_linuxarchx86eventsinteluncore_snbep.c_snbep_pcu_alter_er.c;18;18
extr_obs-studiopluginstext-freetype2find-font-windows.c_get_mac_code.c;7;7
extr_radare2librdebugpnativew32.c_r_debug_findthread.c;5;5
extr_hashcatsrcshared.c_get_msb32.c;9;153
extr_linuxarcharmmach-pxamagician.c_magician_udc_command.c;5;5
extr_linuxdriversscsihpsa.c_lookup_hpsa_scsi_dev.c;8;8
extr_labenginecoderenderergl2tr_extramath.c_Mat4Ortho.c;34;34
extr_linuxsoundcorepcm_misc.c_snd_pcm_rate_bit_to_rate.c;8;8
extr_linuxdriversnetusbr8152.c_set_tx_qlen.c;12;12
extr_linuxdriversttymoxa.c_MoxaPortGetLineOut.c;16;16
extr_linuxdriversmediaplatformcodacoda-common.c_coda_set_default_colorspace.c;18;18
extr_linuxdriversmediai2csoc_cameraov772x.c_ov772x_get_selection.c;6;6
extr_linuxsoundusbmixer.c_get_relative_value.c;20;20
extr_linuxfscephmdsmap.c_ceph_mdsmap_is_cluster_available.c;6;6
extr_linuxnetbluetoothcmtpcapi.c_cmtp_msgnum_get.c;7;7
extr_linuxdriversnetvxlan.c_vxlan_ether_setup.c;7;7
extr_php-srcZendzend_strtod.c_lo0bits.c;14;14
extr_linuxdriversinfinibandcoremad.c_check_class_table.c;10;10
extr_gitdiff.c_is_summary_empty.c;10;10
extr_Craftdepslodepnglodepng.c_lodepng_chunk_type.c;9;29
extr_linuxsoundusbmixer.c_check_mapped_dB.c;11;11
extr_FFmpeglibavformatlrcdec.c_count_ts.c;15;15
extr_kphp-kdbmoneymoney-engine.c_parse_auth_code.c;11;11
extr_linuxsoundpcitridenttrident_main.c_snd_trident_allocate_pcm_channel.c;9;9
extr_linuxarchumdriversubd_kern.c_prepare_flush_request.c;12;12
extr_hashcatsrcmodulesmodule_01420.c_module_init.c;86;86
extr_linuxdriversvideofbdevi810i810_main.c_set_color_bitfields.c;15;15
extr_labenginecodetoolsasmcmdlib.c_Q_strncasecmp.c;27;27
extr_linuxarchx86eventsinteluncore_nhmex.c_nhmex_sbox_hw_config.c;18;18
extr_reactossdktoolsrgenstatrgenstat.c_path_to_url.c;11;464
extr_gitreflog-walk.c_get_reflog_recno_by_time.c;6;6
extr_obs-studiolibobsobs-source-transition.c_calc_min_ts.c;12;23
extr_FFmpeglibavcodecsbrdsp_fixed.c_sbr_neg_odd_64_c.c;8;165
extr_linuxtoolsperfutilcpumap.c_cpu_map__idx.c;9;9
extr_labenginecoderenderergl1tr_shade_calc.c_RB_CalcAlphaFromEntity.c;3;3
extr_mongooseexamplesESP8266_RTOSusermongoose.c_mg_parse_dns_resource_record.c;47;54
extr_Arduinotestshostcommonmd5.c_Decode.c;17;901
extr_Craftdepssqlitesqlite3.c_et_getdigit.c;5;5
extr_labenginecoderenderergl1tr_world.c_R_DlightGrid.c;22;22
extr_hashcatsrcmodulesmodule_01441.c_module_init.c;86;86
extr_linuxdriversnetdsadsa_loop.c_dsa_loop_get_ethtool_stats.c;7;7
extr_linuxarchx86kernelresource.c_resource_clip.c;4;4
extr_linuxfsfatfatent.c_fat16_ent_next.c;17;17
extr_linuxdriversmediapcibt8xxbttv-driver.c_buffer_setup.c;20;20
extr_hashcatsrcmodulesmodule_09500.c_module_init.c;89;89
extr_netdatacollectorsidlejitter.plugin....daemon..libnetdatainlined.h_str2uint64_t.c;6;6
extr_linuxdriversnetwirelessathath9kmain.c_ath9k_vif_iter_set_beacon.c;11;11
extr_reactosmodulesrosappsapplicationsnetdhcpdsrcleasesleases.c_confirm_lease.c;7;7
extr_darwin-xnubsdnetinetip_icmp.c_ip_next_mtu.c;17;75
extr_toxcoretoxcoregroup.c_friend_in_close.c;11;11
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192dephy.c__rtl92d_phy_calculate_bit_shift.c;6;6
extr_linuxdriversacpisysfs.c_gpe_count.c;5;5
extr_FFmpeglibavcodecaic.c_unquant_block.c;19;1092
extr_reactosdllopenglglu32srclibutilproject.c_cross.c;19;19
extr_linuxdriversvideofbdevcorefbcon_cw.c_fbcon_rotate_cw.c;13;13
extr_reactosbootfreeldrfreeldrarchpowerpcprep_ide.c_ide_seek.c;12;12
extr_micropythonliboofatfsff.c_f_setcp.c;13;129
extr_linuxdriversnetethernethisiliconhns3hns3pfhclge_main.c_hclge_init_roce_base_info.c;9;9
extr_linuxdriversstagingcomedidriverscomedi_8254.c_comedi_8254_update_divisors.c;7;7
extr_ccvlibccv_memory.c_ccv_make_matrix_mutable.c;4;4
extr_linuxdriversscsiqlogicpti.c_qlogicpti_set_hostdev_defaults.c;21;21
extr_linuxdriversvideoconsolesticon.c_sticon_getxy.c;19;19
extr_radare2librasmarchhexagonhexagon.c_hex_op_extend.c;8;8
extr_linuxdriversusbmiscsisusbvgasisusb.c_sisusb_outurb_available.c;11;11
extr_reactosdllwin32windowscodecsgifformat.c_lzw_dict_reset.c;13;13
extr_linuxsoundisaes18xx.c_snd_es18xx_info_double.c;13;13
extr_kphp-kdbutilreplicator.c_classify_slave.c;19;19
extr_linuxdriverspcmciapxa2xx_mainstone.c_mst_pcmcia_hw_init.c;20;20
extr_hashcatsrcmodulesmodule_09820.c_module_init.c;88;88
extr_linuxarchx86kvmmtrr.c_var_mtrr_range.c;10;10
extr_mpvfiltersf_autoconvert.c_command.c;8;8
extr_linuxdriversnetethernetbroadcomgenetbcmmii.c_bcmgenet_mii_pdata_init.c;12;12
extr_php-srcextdatelibtm2unixtime.c_do_range_limit_fraction.c;10;10
extr_linuxnetipv4tcp.c_secs_to_retrans.c;10;10
extr_linuxdriversnetwirelessintelipw2x00ipw2200.c_ipw_get_max_rate.c;26;26
extr_linuxdriversmediausbgo7007go7007-fw.c_vti_bitlen.c;13;199
extr_FFmpeglibavcodech261_parser.c_h261_find_frame_end.c;30;18632
extr_linuxdriversfirewireohci.c_get_self_id_pos.c;17;17
extr_linuxdriversplatformx86dell-laptop.c_kbd_set_level.c;9;9
extr_linuxdriverss390netqeth_l2_main.c_qeth_l2_vnicc_set_defaults.c;11;11
extr_hashcatsrcmodulesmodule_16100.c_module_init.c;87;87
extr_darwin-xnuosfmkkperfaction.c_kperf_action_set_kcallstack_depth.c;5;5
extr_zstdlibcompresszstd_ldm.c_ZSTD_ldm_skipSequences.c;9;9
extr_mpvaudiooutao_rsound.c_set_format.c;9;9
extr_linuxdriversnetwanhdlc.c_hdlc_setup_dev.c;15;15
extr_gitewahbitmap.c_bitmap_equals.c;19;19
extr_reactossdklib3rdpartybzip2bzip2.c_uInt64_isZero.c;11;11
extr_hashcatsrcmodulesmodule_00021.c_module_init.c;86;86
extr_linuxdriversmediai2cs5k5baf.c_s5k5baf_fw_get_seq.c;18;18
extr_micropythonportsstm32usbhostClassCDCSrcusbh_cdc.c_USBH_CDC_Transmit.c;11;11
extr_linuxdriversclksunxiclk-sunxi.c_sun8i_a23_get_pll1_factors.c;36;36
extr_linuxvirtkvmarmvgicvgic-debug.c_iter_next.c;12;12
extr_linuxdriversnetethernetamdxgbexgbe-phy-v2.c_xgbe_phy_sfp_reset.c;10;10
extr_linuxdriversnethypervrndis_filter.c_rndis_get_ppi.c;9;9
extr_stbtools..stb.h_stb_idict_remove_all.c;10;10
extr_linuxdriversgpudrmamddisplaydcdce80dce80_resource.c_dce80_validate_surface_sets.c;13;13
extr_linuxdriversnetethernetqlogicqedqed_sp_commands.c_qed_set_pf_update_tunn_mode.c;21;21
extr_linuxdriversnetethernetqlogicqla3xxx.c_ql_get_lbuf.c;10;10
extr_darwin-xnulibkernkernel_mach_header.c_firstsegfromheader.c;9;9
extr_rufussrcext2fsinode.c_ext2fs_inode_scan_flags.c;7;7
extr_linuxarcharmmach-ixp4xxixp4xx_qmgr.c_shift_mask.c;22;22
extr_linuxdriversnetethernethisiliconhns3hns3pfhclge_main.c_hclge_get_vector_index.c;9;9
extr_linuxdriversnetwirelesstiwlcoretx.h_wl1271_tx_total_queue_count.c;8;8
extr_netdatacollectorsstatsd.pluginstatsd.c_statsd_parse_skip_up_to.c;15;793
extr_darwin-xnubsddevmunge.c_munge_wlwwlwlw.c;17;17
extr_kphp-kdbdnsdns-data.c_dns_read_iterator_fetch_uchar.c;5;5
extr_opensslcryptoececp_nistp521.c_felem_diff_128_64.c;38;38
extr_netdatalibnetdatasocket..inlined.h_str2ul.c;6;6
extr_mongooseexamplesapi_serversqlite3.c_computeYMD.c;3;3
extr_linuxdriversgpudrmnouveaudispnv50head917d.c_head917d_curs_layout.c;9;9
extr_linuxdriversstaginggasketgasket_page_table.c_gasket_is_pte_range_free.c;14;14
extr_mpvdemuxdemux.c_ds_clear_reader_queue_state.c;9;9
extr_linuxkernelbpfverifier.c_retrieve_ptr_limit.c;18;18
extr_micropythonpyparsenumbase.c_mp_parse_num_base.c;18;18
extr_linuxdriversnetethernetxilinxxilinx_emaclite.c_xemaclite_aligned_read.c;13;449
extr_masscansrcin-report.c_cndb_lookup.c;5;5
extr_darwin-xnupexpertgendevice_tree.c_GetNextComponent.c;12;12
extr_linuxdriversmediai2cmt9v011.c_mt9v011_enum_mbus_code.c;5;5
extr_timescaledbsrcdimension_vector.c_ts_dimension_vec_find_slice_index.c;9;9
extr_FFmpeglibavcodecsbc_parser.c_sbc_parse_header.c;11;11
extr_radare2shlrgdbsrcutils.c_cmd_checksum.c;8;395
extr_libgit2srcparse.c_git_parse_advance_chars.c;7;7
extr_linuxdriversstagingvc04_servicesbcm2835-codecbcm2835-v4l2-codec.c_setup_mmal_port_format.c;26;26
extr_linuxdriversusbserialsierra.c_is_himemory.c;13;13
extr_hashcatsrcmodulesmodule_01711.c_module_init.c;86;86
extr_radare2librbinpbin_dyldcache.c_swizzle_io_read.c;12;12
extr_linuxdriversusbwusbcorewa-xfer.c___wa_seg_calculate_isoc_frame_count.c;23;23
extr_mongoosesrccommoncs_md5.c_byteReverse.c;6;768
extr_linuxdriversmmccoresdio_irq.c_sdio_single_irq_set.c;6;6
extr_linuxdriversnetethernetneterionvxgevxge-traffic.c_vxge_hw_device_set_intr_type.c;12;12
extr_labenginecoderenderergl1tr_shade_calc.c_RB_CalcColorFromOneMinusEntity.c;4;4
extr_linuxdriversmtdnandrawnand_base.c_onfi_crc16.c;23;21172
extr_labq3map2libsddslibddslib.c_DDSDecodePixelFormat.c;21;21
extr_linuxdriversatalibata-eh.c_ata_lookup_timeout_table.c;10;10
extr_linuxfsubifslpt_commit.c_need_write_all.c;15;15
extr_linuxdriversmediadvb-frontendsstb6100.c_stb6100_normalise_regs.c;6;6
extr_linuxdriversnvmehostlightnvm.c_nvme_nvm_set_addr_20.c;43;43
extr_BGAQRCode-Androidzbarsrcmainjnizbarqrcodeqrdectxt.c_text_is_latin1.c;15;21
extr_linuxdriverssoundwirecadence_master.c_cdns_find_pdi.c;11;11
extr_darwin-xnuosfmki386pcb.c_copy_debug_state64.c;13;13
extr_netdatalibnetdatapopen..inlined.h_simple_hash.c;9;460
extr_FFmpeglibavfiltervf_vaguedenoiser.c_symmetric_extension.c;32;32
extr_linuxsoundisawsswss_lib.c_snd_wss_info_double.c;13;13
extr_netdatacollectorsstatsd.pluginstatsd.c_statsd_parse_skip_spaces.c;6;6
extr_linuxdriversmediatunersmax2165.c_fixpt_div32.c;29;421
extr_h2olibcommon....depsssl-conservatoryopensslopenssl_hostname_validation.c_has_nul.c;11;333
extr_linuxdriverss390ciovfio_ccw_cp.c_pfn_array_table_idal_create_words.c;21;21
extr_FFmpeglibavfiltervf_scale_qsv.c_frame_alloc.c;6;6
extr_linuxdriversscsincr53c8xx.c_ncr_init_burst.c;25;25
extr_ccvlib3rdpartysqlite3sqlite3.c_incrAggDepth.c;5;5
extr_linuxdrivershsiclientscmt_speech.c___cs_hsi_error_read_bits.c;9;9
extr_linuxnetsunrpcauth_gssgss_krb5_mech.c_supported_gss_krb5_enctype.c;11;11
extr_toxcoretoxcoreassoc.c_id_bucket.c;17;229
extr_linuxfsnfsdnfs4state.c_nfsd4_map_bcts_dir.c;7;7
extr_FFmpeglibavformatmov.c_get_frag_stream_info.c;6;6
extr_linuxdriversnetethernetmarvellmvpp2mvpp2_main.c_mvpp2_rx_csum.c;8;8
extr_linuxdriversusbisp1760isp1760-hcd.c_transform_add_int.c;16;16
extr_linuxnetwirelesslib80211_crypt_ccmp.c_xor_block.c;8;1534
extr_radare2librasmpasm_x86_nz.c_opfucom.c;8;8
extr_linuxdriversnetwirelessathcarl9170phy.c_carl9170_find_freq_idx.c;8;8
extr_linuxdriversacpiacpi_video.c_acpi_video_get_device_attr.c;12;12
extr_reactosdllwin32usp10shape.c_shift_syllable_glyph_indexs.c;25;25
extr_netdatalibnetdataavl..inlined.h_str2ul.c;6;6
extr_linuxdriversgpudrmamddisplaydcdcedce_clock_source.c_dce112_get_pix_clk_dividers_helper.c;9;9
extr_linuxdriverscryptoqatqat_commonqat_uclo.c_qat_uclo_init_uword_num.c;9;9
extr_linuxdriversnetethernetinteli40ei40e_client.c_i40e_client_update_msix_info.c;12;12
extr_linuxdriversscsidevice_handlerscsi_dh_emc.c_clariion_prep_fn.c;8;8
extr_FFmpeglibavcodecdca_lbr.c_decode_part_stereo.c;28;30
extr_FFmpeglibavcodecaacenc.c_apply_mid_side_stereo.c;22;22
extr_labq3map2commonpolylib.c_WindingBounds.c;13;13
extr_linuxarcharmmach-omap2sdrc.c_omap2_sdrc_get_params.c;6;6
extr_linuxdriversperfarm-cci.c_is_duplicate_irq.c;13;1539
extr_linuxsoundpciymfpciymfpci_main.c_snd_ymfpci_info_double.c;7;7
extr_kittykittenschoosescore.c_has_char.c;11;1538
extr_linuxdriversgpudrmbridgetc358767.c_tc_bridge_mode_fixup.c;13;13
extr_linuxsoundpciemu10k1io.c_snd_emu10k1_rate_to_pitch.c;22;89
